sex,age,ageCat6,ageCat3,maritalStatus,eduLevelW8,eduLevelISCED,employmentStatus,wave,countryCode,numericCountryCode,impFamily,impFriends,impLeisure,impPolitics,impWork,impReligion
1,41,3,2,1,-4,-4,1,2,ARG,32,1,n/a,n/a,n/a,2,n/a
1,71,6,3,5,-4,-4,4,2,ARG,32,1,n/a,1,1,1,3
1,60,5,3,1,-4,-4,3,2,ARG,32,1,n/a,1,4,1,1
1,35,3,2,1,-4,-4,1,2,ARG,32,1,n/a,2,4,1,4
2,65,6,3,1,-4,-4,5,2,ARG,32,1,n/a,3,4,2,1
2,29,2,1,1,-4,-4,5,2,ARG,32,1,1,n/a,3,1,1
2,27,2,1,4,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,61,5,3,3,-4,-4,3,2,ARG,32,1,1,1,1,1,1
2,47,4,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,26,2,1,1,-4,-4,2,2,ARG,32,1,1,1,1,1,1
2,46,4,2,4,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,20,1,1,2,-4,-4,5,2,ARG,32,1,1,1,1,1,1
2,29,2,1,1,-4,-4,5,2,ARG,32,1,1,1,1,1,1
1,29,2,1,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,29,2,1,1,-4,-4,5,2,ARG,32,1,1,1,1,1,1
2,45,4,2,1,-4,-4,5,2,ARG,32,1,1,1,1,1,1
2,47,4,2,4,-4,-4,5,2,ARG,32,1,1,1,1,1,1
1,50,4,3,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
1,37,3,2,6,-4,-4,3,2,ARG,32,1,1,1,1,1,1
2,24,1,1,6,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,62,5,3,1,-4,-4,5,2,ARG,32,1,1,1,1,1,1
2,58,5,3,4,-4,-4,4,2,ARG,32,1,1,1,1,1,1
1,24,1,1,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,24,1,1,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
1,70,6,3,1,-4,-4,4,2,ARG,32,1,1,1,1,1,1
1,39,3,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
1,40,3,2,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
1,61,5,3,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,48,4,2,1,-4,-4,2,2,ARG,32,1,1,1,1,1,1
1,60,5,3,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
2,24,1,1,1,-4,-4,2,2,ARG,32,1,1,1,1,1,1
1,40,3,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,56,5,3,4,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,50,4,3,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
1,39,3,2,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
1,27,2,1,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
1,30,2,2,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
2,69,6,3,5,-4,-4,4,2,ARG,32,1,1,1,1,1,1
1,44,3,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,50,4,3,1,-4,-4,5,2,ARG,32,1,1,1,1,1,1
1,40,3,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,48,4,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,50,4,3,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
1,24,1,1,6,-4,-4,6,2,ARG,32,1,1,1,1,1,1
1,51,4,3,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
2,50,4,3,4,-4,-4,3,2,ARG,32,1,1,1,1,1,1
1,39,3,2,4,-4,-4,1,2,ARG,32,1,1,1,1,1,1
1,50,4,3,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
1,25,2,1,6,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,20,1,1,6,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,49,4,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
1,38,3,2,1,-4,-4,3,2,ARG,32,1,1,1,1,1,1
1,50,4,3,1,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,57,5,3,4,-4,-4,1,2,ARG,32,1,1,1,1,1,1
2,43,3,2,6,-4,-4,2,2,ARG,32,1,1,1,1,1,2
1,18,1,1,6,-4,-4,6,2,ARG,32,1,1,1,1,1,2
1,33,2,2,1,-4,-4,3,2,ARG,32,1,1,1,1,1,2
1,51,4,3,1,-4,-4,3,2,ARG,32,1,1,1,1,1,2
2,67,6,3,1,-4,-4,4,2,ARG,32,1,1,1,1,1,2
2,31,2,2,1,-4,-4,5,2,ARG,32,1,1,1,1,1,3
1,57,5,3,1,-4,-4,4,2,ARG,32,1,1,1,1,1,3
2,39,3,2,1,-4,-4,2,2,ARG,32,1,1,1,1,1,3
1,53,4,3,1,-4,-4,3,2,ARG,32,1,1,1,1,1,3
1,47,4,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,3
1,80,6,3,1,-4,-4,4,2,ARG,32,1,1,1,1,1,3
1,34,2,2,1,-4,-4,3,2,ARG,32,1,1,1,1,1,4
1,44,3,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,4
2,18,1,1,6,-4,-4,7,2,ARG,32,1,1,1,1,1,4
2,26,2,1,1,-4,-4,1,2,ARG,32,1,1,1,1,1,4
2,24,1,1,6,-4,-4,1,2,ARG,32,1,1,1,1,1,4
1,32,2,2,1,-4,-4,1,2,ARG,32,1,1,1,1,1,4
1,61,5,3,1,-4,-4,7,2,ARG,32,1,1,1,1,1,4
1,39,3,2,2,-4,-4,3,2,ARG,32,1,1,1,1,1,4
2,27,2,1,6,-4,-4,1,2,ARG,32,1,1,1,1,2,1
2,56,5,3,6,-4,-4,4,2,ARG,32,1,1,1,1,2,1
1,30,2,2,1,-4,-4,1,2,ARG,32,1,1,1,1,2,1
2,35,3,2,1,-4,-4,5,2,ARG,32,1,1,1,1,2,1
1,18,1,1,6,-4,-4,6,2,ARG,32,1,1,1,1,2,4
1,28,2,1,6,-4,-4,3,2,ARG,32,1,1,1,1,2,4
2,44,3,2,6,-4,-4,1,2,ARG,32,1,1,1,2,1,1
1,61,5,3,1,-4,-4,4,2,ARG,32,1,1,1,2,1,1
1,84,6,3,1,-4,-4,4,2,ARG,32,1,1,1,2,1,1
2,60,5,3,6,-4,-4,2,2,ARG,32,1,1,1,2,1,1
2,60,5,3,1,-4,-4,2,2,ARG,32,1,1,1,2,1,1
1,43,3,2,1,-4,-4,1,2,ARG,32,1,1,1,2,1,1
2,33,2,2,1,-4,-4,2,2,ARG,32,1,1,1,2,1,1
2,67,6,3,1,-4,-4,5,2,ARG,32,1,1,1,2,1,1
2,37,3,2,1,-4,-4,5,2,ARG,32,1,1,1,2,1,1
2,50,4,3,6,-4,-4,1,2,ARG,32,1,1,1,2,1,1
2,57,5,3,1,-4,-4,5,2,ARG,32,1,1,1,2,1,1
2,64,5,3,1,-4,-4,4,2,ARG,32,1,1,1,2,1,1
1,37,3,2,1,-4,-4,1,2,ARG,32,1,1,1,2,1,1
2,37,3,2,1,-4,-4,3,2,ARG,32,1,1,1,2,1,2
2,47,4,2,1,-4,-4,5,2,ARG,32,1,1,1,2,1,2
2,50,4,3,1,-4,-4,5,2,ARG,32,1,1,1,2,1,2
1,53,4,3,1,-4,-4,1,2,ARG,32,1,1,1,2,1,2
1,29,2,1,6,-4,-4,1,2,ARG,32,1,1,1,2,1,2
1,38,3,2,6,-4,-4,3,2,ARG,32,1,1,1,2,1,2
2,25,2,1,1,-4,-4,2,2,ARG,32,1,1,1,2,1,2
2,67,6,3,1,-4,-4,5,2,ARG,32,1,1,1,2,1,2
1,40,3,2,4,-4,-4,1,2,ARG,32,1,1,1,2,1,3
1,42,3,2,1,-4,-4,4,2,ARG,32,1,1,1,2,1,3
2,53,4,3,1,-4,-4,5,2,ARG,32,1,1,1,2,1,3
1,55,5,3,1,-4,-4,3,2,ARG,32,1,1,1,2,1,4
1,45,4,2,1,-4,-4,3,2,ARG,32,1,1,1,2,1,4
2,33,2,2,1,-4,-4,5,2,ARG,32,1,1,1,2,2,1
2,27,2,1,4,-4,-4,1,2,ARG,32,1,1,1,2,2,2
1,42,3,2,1,-4,-4,1,2,ARG,32,1,1,1,2,2,2
2,48,4,2,5,-4,-4,4,2,ARG,32,1,1,1,2,2,2
1,50,4,3,1,-4,-4,1,2,ARG,32,1,1,1,2,2,2
1,49,4,2,6,-4,-4,1,2,ARG,32,1,1,1,2,2,2
2,47,4,2,6,-4,-4,5,2,ARG,32,1,1,1,2,2,3
2,65,6,3,1,-4,-4,5,2,ARG,32,1,1,1,3,1,1
2,22,1,1,6,-4,-4,2,2,ARG,32,1,1,1,3,1,1
1,45,4,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,1
1,52,4,3,6,-4,-4,2,2,ARG,32,1,1,1,3,1,1
1,71,6,3,5,-4,-4,4,2,ARG,32,1,1,1,3,1,1
2,61,5,3,5,-4,-4,4,2,ARG,32,1,1,1,3,1,1
2,29,2,1,1,-4,-4,5,2,ARG,32,1,1,1,3,1,1
2,60,5,3,1,-4,-4,5,2,ARG,32,1,1,1,3,1,1
2,32,2,2,1,-4,-4,2,2,ARG,32,1,1,1,3,1,1
2,34,2,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,1
1,70,6,3,1,-4,-4,4,2,ARG,32,1,1,1,3,1,1
1,25,2,1,6,-4,-4,2,2,ARG,32,1,1,1,3,1,1
2,49,4,2,1,-4,-4,5,2,ARG,32,1,1,1,3,1,1
2,68,6,3,5,-4,-4,3,2,ARG,32,1,1,1,3,1,1
2,27,2,1,1,-4,-4,5,2,ARG,32,1,1,1,3,1,1
2,70,6,3,5,-4,-4,1,2,ARG,32,1,1,1,3,1,1
1,47,4,2,6,-4,-4,3,2,ARG,32,1,1,1,3,1,1
2,47,4,2,1,-4,-4,5,2,ARG,32,1,1,1,3,1,1
2,63,5,3,4,-4,-4,5,2,ARG,32,1,1,1,3,1,1
2,38,3,2,1,-4,-4,5,2,ARG,32,1,1,1,3,1,1
1,62,5,3,1,-4,-4,3,2,ARG,32,1,1,1,3,1,1
2,25,2,1,1,-4,-4,2,2,ARG,32,1,1,1,3,1,1
1,65,6,3,1,-4,-4,1,2,ARG,32,1,1,1,3,1,1
2,70,6,3,5,-4,-4,4,2,ARG,32,1,1,1,3,1,1
2,37,3,2,1,-4,-4,5,2,ARG,32,1,1,1,3,1,1
1,76,6,3,6,-4,-4,3,2,ARG,32,1,1,1,3,1,1
2,50,4,3,5,-4,-4,1,2,ARG,32,1,1,1,3,1,1
1,30,2,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,1
2,58,5,3,1,-4,-4,1,2,ARG,32,1,1,1,3,1,2
1,55,5,3,1,-4,-4,1,2,ARG,32,1,1,1,3,1,2
2,77,6,3,1,-4,-4,4,2,ARG,32,1,1,1,3,1,2
1,50,4,3,1,-4,-4,1,2,ARG,32,1,1,1,3,1,2
2,18,1,1,6,-4,-4,6,2,ARG,32,1,1,1,3,1,2
1,54,4,3,1,-4,-4,1,2,ARG,32,1,1,1,3,1,2
2,48,4,2,1,-4,-4,3,2,ARG,32,1,1,1,3,1,2
2,32,2,2,6,-4,-4,6,2,ARG,32,1,1,1,3,1,2
2,24,1,1,1,-4,-4,6,2,ARG,32,1,1,1,3,1,2
1,23,1,1,6,-4,-4,2,2,ARG,32,1,1,1,3,1,2
1,36,3,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,2
2,35,3,2,1,-4,-4,4,2,ARG,32,1,1,1,3,1,2
2,61,5,3,5,-4,-4,4,2,ARG,32,1,1,1,3,1,3
2,25,2,1,1,-4,-4,1,2,ARG,32,1,1,1,3,1,3
1,33,2,2,2,-4,-4,2,2,ARG,32,1,1,1,3,1,3
1,30,2,2,2,-4,-4,3,2,ARG,32,1,1,1,3,1,3
1,29,2,1,6,-4,-4,2,2,ARG,32,1,1,1,3,1,3
1,46,4,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,3
2,51,4,3,1,-4,-4,5,2,ARG,32,1,1,1,3,1,3
2,36,3,2,1,-4,-4,5,2,ARG,32,1,1,1,3,1,3
1,34,2,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,3
1,34,2,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,3
2,31,2,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,3
1,21,1,1,6,-4,-4,3,2,ARG,32,1,1,1,3,1,3
2,38,3,2,4,-4,-4,1,2,ARG,32,1,1,1,3,1,3
1,29,2,1,1,-4,-4,3,2,ARG,32,1,1,1,3,1,3
1,40,3,2,1,-4,-4,1,2,ARG,32,1,1,1,3,1,3
2,50,4,3,1,-4,-4,5,2,ARG,32,1,1,1,3,1,3
1,30,2,2,6,-4,-4,1,2,ARG,32,1,1,1,3,1,4
1,27,2,1,6,-4,-4,1,2,ARG,32,1,1,1,3,1,4
2,28,2,1,1,-4,-4,5,2,ARG,32,1,1,1,3,1,4
1,23,1,1,6,-4,-4,1,2,ARG,32,1,1,1,3,1,4
1,75,6,3,1,-4,-4,4,2,ARG,32,1,1,1,3,1,4
1,53,4,3,1,-4,-4,3,2,ARG,32,1,1,1,3,1,4
2,19,1,1,6,-4,-4,2,2,ARG,32,1,1,1,3,1,4
1,52,4,3,6,-4,-4,3,2,ARG,32,1,1,1,3,2,1
2,29,2,1,1,-4,-4,5,2,ARG,32,1,1,1,3,2,1
1,32,2,2,1,-4,-4,1,2,ARG,32,1,1,1,3,2,1
2,46,4,2,1,-4,-4,3,2,ARG,32,1,1,1,3,2,1
2,18,1,1,6,-4,-4,6,2,ARG,32,1,1,1,3,2,1
1,19,1,1,6,-4,-4,1,2,ARG,32,1,1,1,3,2,1
2,27,2,1,1,-4,-4,2,2,ARG,32,1,1,1,3,2,2
2,39,3,2,1,-4,-4,2,2,ARG,32,1,1,1,3,2,2
2,31,2,2,1,-4,-4,5,2,ARG,32,1,1,1,3,2,3
2,35,3,2,1,-4,-4,1,2,ARG,32,1,1,1,3,3,3
2,61,5,3,1,-4,-4,5,2,ARG,32,1,1,1,4,n/a,1
2,36,3,2,1,-4,-4,5,2,ARG,32,1,1,1,4,n/a,1
2,46,4,2,1,-4,-4,2,2,ARG,32,1,1,1,4,1,1
2,60,5,3,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
2,70,6,3,5,-4,-4,3,2,ARG,32,1,1,1,4,1,1
2,60,5,3,6,-4,-4,4,2,ARG,32,1,1,1,4,1,1
2,29,2,1,1,-4,-4,1,2,ARG,32,1,1,1,4,1,1
2,52,4,3,4,-4,-4,4,2,ARG,32,1,1,1,4,1,1
2,45,4,2,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
2,70,6,3,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
2,48,4,2,2,-4,-4,1,2,ARG,32,1,1,1,4,1,1
1,40,3,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,1
2,79,6,3,5,-4,-4,4,2,ARG,32,1,1,1,4,1,1
2,73,6,3,1,-4,-4,4,2,ARG,32,1,1,1,4,1,1
2,53,4,3,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
1,48,4,2,1,-4,-4,4,2,ARG,32,1,1,1,4,1,1
1,66,6,3,1,-4,-4,4,2,ARG,32,1,1,1,4,1,1
2,45,4,2,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
2,50,4,3,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
1,43,3,2,1,-4,-4,3,2,ARG,32,1,1,1,4,1,1
2,33,2,2,4,-4,-4,3,2,ARG,32,1,1,1,4,1,1
2,43,3,2,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
2,62,5,3,5,-4,-4,5,2,ARG,32,1,1,1,4,1,1
1,31,2,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,1
2,20,1,1,6,-4,-4,3,2,ARG,32,1,1,1,4,1,1
1,44,3,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,1
2,38,3,2,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
2,58,5,3,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
2,34,2,2,4,-4,-4,1,2,ARG,32,1,1,1,4,1,1
2,27,2,1,1,-4,-4,5,2,ARG,32,1,1,1,4,1,1
1,62,5,3,1,-4,-4,3,2,ARG,32,1,1,1,4,1,1
2,75,6,3,5,-4,-4,4,2,ARG,32,1,1,1,4,1,1
2,48,4,2,4,-4,-4,5,2,ARG,32,1,1,1,4,1,1
1,54,4,3,1,-4,-4,7,2,ARG,32,1,1,1,4,1,1
2,18,1,1,6,-4,-4,7,2,ARG,32,1,1,1,4,1,1
2,19,1,1,6,-4,-4,1,2,ARG,32,1,1,1,4,1,1
1,42,3,2,1,-4,-4,3,2,ARG,32,1,1,1,4,1,1
2,51,4,3,1,-4,-4,2,2,ARG,32,1,1,1,4,1,1
1,69,6,3,1,-4,-4,4,2,ARG,32,1,1,1,4,1,2
1,56,5,3,1,-4,-4,4,2,ARG,32,1,1,1,4,1,2
2,39,3,2,1,-4,-4,7,2,ARG,32,1,1,1,4,1,2
2,48,4,2,1,-4,-4,5,2,ARG,32,1,1,1,4,1,2
1,58,5,3,1,-4,-4,4,2,ARG,32,1,1,1,4,1,2
2,38,3,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,2
2,66,6,3,6,-4,-4,4,2,ARG,32,1,1,1,4,1,2
2,34,2,2,4,-4,-4,7,2,ARG,32,1,1,1,4,1,2
1,35,3,2,2,-4,-4,3,2,ARG,32,1,1,1,4,1,2
2,41,3,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,2
1,59,5,3,1,-4,-4,1,2,ARG,32,1,1,1,4,1,2
2,31,2,2,3,-4,-4,5,2,ARG,32,1,1,1,4,1,3
1,36,3,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,3
2,26,2,1,1,-4,-4,1,2,ARG,32,1,1,1,4,1,3
1,23,1,1,6,-4,-4,1,2,ARG,32,1,1,1,4,1,3
2,76,6,3,5,-4,-4,4,2,ARG,32,1,1,1,4,1,3
1,33,2,2,1,-4,-4,3,2,ARG,32,1,1,1,4,1,3
1,29,2,1,6,-4,-4,1,2,ARG,32,1,1,1,4,1,3
1,57,5,3,1,-4,-4,3,2,ARG,32,1,1,1,4,1,3
2,36,3,2,1,-4,-4,3,2,ARG,32,1,1,1,4,1,3
2,48,4,2,3,-4,-4,1,2,ARG,32,1,1,1,4,1,4
2,26,2,1,1,-4,-4,3,2,ARG,32,1,1,1,4,1,4
1,23,1,1,6,-4,-4,2,2,ARG,32,1,1,1,4,1,4
1,56,5,3,6,-4,-4,3,2,ARG,32,1,1,1,4,1,4
1,25,2,1,6,-4,-4,1,2,ARG,32,1,1,1,4,1,4
2,20,1,1,6,-4,-4,7,2,ARG,32,1,1,1,4,1,4
2,25,2,1,1,-4,-4,1,2,ARG,32,1,1,1,4,1,4
1,19,1,1,6,-4,-4,7,2,ARG,32,1,1,1,4,1,4
1,45,4,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,4
2,19,1,1,6,-4,-4,6,2,ARG,32,1,1,1,4,1,4
1,31,2,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,4
1,24,1,1,6,-4,-4,6,2,ARG,32,1,1,1,4,1,4
1,41,3,2,1,-4,-4,1,2,ARG,32,1,1,1,4,1,4
1,65,6,3,1,-4,-4,4,2,ARG,32,1,1,1,4,1,4
1,22,1,1,6,-4,-4,1,2,ARG,32,1,1,1,4,1,4
2,29,2,1,1,-4,-4,5,2,ARG,32,1,1,1,4,1,4
2,33,2,2,1,-4,-4,3,2,ARG,32,1,1,1,4,1,4
2,24,1,1,6,-4,-4,7,2,ARG,32,1,1,1,4,1,4
2,37,3,2,1,-4,-4,3,2,ARG,32,1,1,1,4,1,4
2,32,2,2,1,-4,-4,1,2,ARG,32,1,1,1,4,2,1
1,60,5,3,1,-4,-4,1,2,ARG,32,1,1,1,4,2,1
2,29,2,1,1,-4,-4,1,2,ARG,32,1,1,1,4,2,1
1,43,3,2,1,-4,-4,1,2,ARG,32,1,1,1,4,2,1
2,34,2,2,6,-4,-4,4,2,ARG,32,1,1,1,4,2,1
2,18,1,1,6,-4,-4,6,2,ARG,32,1,1,1,4,2,1
1,72,6,3,1,-4,-4,4,2,ARG,32,1,1,1,4,2,3
2,18,1,1,6,-4,-4,2,2,ARG,32,1,1,1,4,2,3
1,26,2,1,6,-4,-4,3,2,ARG,32,1,1,1,4,2,3
2,31,2,2,1,-4,-4,1,2,ARG,32,1,1,1,4,2,3
2,18,1,1,6,-4,-4,7,2,ARG,32,1,1,1,4,2,4
1,22,1,1,6,-4,-4,1,2,ARG,32,1,1,1,4,2,4
1,75,6,3,1,-4,-4,4,2,ARG,32,1,1,1,4,3,1
1,24,1,1,1,-4,-4,1,2,ARG,32,1,1,1,4,3,3
1,63,5,3,1,-4,-4,4,2,ARG,32,1,1,1,4,4,2
1,49,4,2,1,-4,-4,3,2,ARG,32,1,1,1,4,4,4
2,58,5,3,1,-4,-4,5,2,ARG,32,1,1,2,n/a,1,1
2,71,6,3,6,-4,-4,4,2,ARG,32,1,1,2,1,1,1
1,60,5,3,1,-4,-4,3,2,ARG,32,1,1,2,1,1,1
2,65,6,3,5,-4,-4,5,2,ARG,32,1,1,2,1,1,2
2,24,1,1,1,-4,-4,7,2,ARG,32,1,1,2,1,1,2
1,46,4,2,1,-4,-4,3,2,ARG,32,1,1,2,1,1,3
1,22,1,1,6,-4,-4,3,2,ARG,32,1,1,2,1,1,3
1,44,3,2,6,-4,-4,4,2,ARG,32,1,1,2,1,1,3
2,28,2,1,6,-4,-4,7,2,ARG,32,1,1,2,1,1,3
2,40,3,2,1,-4,-4,5,2,ARG,32,1,1,2,1,1,4
1,21,1,1,6,-4,-4,6,2,ARG,32,1,1,2,1,2,3
1,24,1,1,6,-4,-4,7,2,ARG,32,1,1,2,1,2,4
2,77,6,3,6,-4,-4,4,2,ARG,32,1,1,2,2,1,1
2,54,4,3,1,-4,-4,5,2,ARG,32,1,1,2,2,1,1
2,52,4,3,1,-4,-4,5,2,ARG,32,1,1,2,2,1,1
1,71,6,3,1,-4,-4,4,2,ARG,32,1,1,2,2,1,1
2,42,3,2,1,-4,-4,5,2,ARG,32,1,1,2,2,1,1
2,36,3,2,1,-4,-4,5,2,ARG,32,1,1,2,2,1,1
2,58,5,3,1,-4,-4,5,2,ARG,32,1,1,2,2,1,1
2,42,3,2,1,-4,-4,2,2,ARG,32,1,1,2,2,1,1
2,68,6,3,6,-4,-4,4,2,ARG,32,1,1,2,2,1,1
2,63,5,3,5,-4,-4,4,2,ARG,32,1,1,2,2,1,1
2,74,6,3,6,-4,-4,4,2,ARG,32,1,1,2,2,1,1
2,52,4,3,1,-4,-4,3,2,ARG,32,1,1,2,2,1,1
2,47,4,2,1,-4,-4,4,2,ARG,32,1,1,2,2,1,1
2,61,5,3,1,-4,-4,5,2,ARG,32,1,1,2,2,1,1
1,57,5,3,3,-4,-4,3,2,ARG,32,1,1,2,2,1,2
2,56,5,3,1,-4,-4,5,2,ARG,32,1,1,2,2,1,2
2,43,3,2,1,-4,-4,2,2,ARG,32,1,1,2,2,1,2
2,51,4,3,1,-4,-4,5,2,ARG,32,1,1,2,2,1,2
1,45,4,2,1,-4,-4,3,2,ARG,32,1,1,2,2,1,2
1,47,4,2,6,-4,-4,1,2,ARG,32,1,1,2,2,1,2
1,25,2,1,6,-4,-4,1,2,ARG,32,1,1,2,2,1,2
1,36,3,2,1,-4,-4,3,2,ARG,32,1,1,2,2,1,2
1,63,5,3,1,-4,-4,4,2,ARG,32,1,1,2,2,1,2
2,39,3,2,1,-4,-4,5,2,ARG,32,1,1,2,2,1,2
1,23,1,1,6,-4,-4,2,2,ARG,32,1,1,2,2,1,3
1,57,5,3,1,-4,-4,3,2,ARG,32,1,1,2,2,1,4
2,32,2,2,1,-4,-4,2,2,ARG,32,1,1,2,2,1,4
1,38,3,2,1,-4,-4,1,2,ARG,32,1,1,2,2,2,1
2,80,6,3,5,-4,-4,4,2,ARG,32,1,1,2,2,2,1
1,37,3,2,1,-4,-4,1,2,ARG,32,1,1,2,2,2,2
2,20,1,1,6,-4,-4,7,2,ARG,32,1,1,2,2,2,3
2,34,2,2,2,-4,-4,1,2,ARG,32,1,1,2,2,2,3
1,30,2,2,1,-4,-4,1,2,ARG,32,1,1,2,2,2,3
1,26,2,1,6,-4,-4,1,2,ARG,32,1,1,2,2,2,4
2,18,1,1,6,-4,-4,2,2,ARG,32,1,1,2,2,3,1
1,20,1,1,6,-4,-4,6,2,ARG,32,1,1,2,3,n/a,3
2,65,6,3,1,-4,-4,5,2,ARG,32,1,1,2,3,n/a,3
2,27,2,1,1,-4,-4,2,2,ARG,32,1,1,2,3,1,1
1,27,2,1,6,-4,-4,1,2,ARG,32,1,1,2,3,1,1
1,18,1,1,6,-4,-4,1,2,ARG,32,1,1,2,3,1,1
2,67,6,3,1,-4,-4,7,2,ARG,32,1,1,2,3,1,1
1,59,5,3,5,-4,-4,4,2,ARG,32,1,1,2,3,1,1
2,44,3,2,1,-4,-4,2,2,ARG,32,1,1,2,3,1,1
2,51,4,3,1,-4,-4,5,2,ARG,32,1,1,2,3,1,1
2,72,6,3,1,-4,-4,7,2,ARG,32,1,1,2,3,1,1
2,64,5,3,1,-4,-4,5,2,ARG,32,1,1,2,3,1,1
1,23,1,1,2,-4,-4,3,2,ARG,32,1,1,2,3,1,2
2,36,3,2,1,-4,-4,5,2,ARG,32,1,1,2,3,1,2
1,25,2,1,1,-4,-4,1,2,ARG,32,1,1,2,3,1,2
2,24,1,1,1,-4,-4,5,2,ARG,32,1,1,2,3,1,2
2,59,5,3,1,-4,-4,5,2,ARG,32,1,1,2,3,1,2
1,53,4,3,6,-4,-4,7,2,ARG,32,1,1,2,3,1,2
1,53,4,3,4,-4,-4,1,2,ARG,32,1,1,2,3,1,3
2,53,4,3,4,-4,-4,5,2,ARG,32,1,1,2,3,1,3
2,40,3,2,4,-4,-4,3,2,ARG,32,1,1,2,3,1,3
2,25,2,1,6,-4,-4,1,2,ARG,32,1,1,2,3,1,3
1,70,6,3,1,-4,-4,4,2,ARG,32,1,1,2,3,1,3
1,18,1,1,6,-4,-4,1,2,ARG,32,1,1,2,3,1,3
2,61,5,3,1,-4,-4,1,2,ARG,32,1,1,2,3,1,3
1,48,4,2,1,-4,-4,3,2,ARG,32,1,1,2,3,1,3
2,23,1,1,6,-4,-4,1,2,ARG,32,1,1,2,3,1,4
1,51,4,3,1,-4,-4,3,2,ARG,32,1,1,2,3,1,4
1,34,2,2,1,-4,-4,1,2,ARG,32,1,1,2,3,2,1
1,22,1,1,6,-4,-4,2,2,ARG,32,1,1,2,3,2,1
1,18,1,1,6,-4,-4,6,2,ARG,32,1,1,2,3,2,1
1,18,1,1,6,-4,-4,6,2,ARG,32,1,1,2,3,2,2
1,18,1,1,6,-4,-4,6,2,ARG,32,1,1,2,3,2,2
2,35,3,2,1,-4,-4,3,2,ARG,32,1,1,2,3,2,3
2,45,4,2,1,-4,-4,2,2,ARG,32,1,1,2,3,2,3
1,20,1,1,6,-4,-4,1,2,ARG,32,1,1,2,3,2,3
2,22,1,1,6,-4,-4,6,2,ARG,32,1,1,2,3,2,3
2,37,3,2,1,-4,-4,2,2,ARG,32,1,1,2,3,2,4
2,78,6,3,5,-4,-4,4,2,ARG,32,1,1,2,3,3,1
2,73,6,3,5,-4,-4,4,2,ARG,32,1,1,2,3,3,1
2,25,2,1,6,-4,-4,7,2,ARG,32,1,1,2,3,3,2
